,harvard_oxford,destrieux,diedrichsen,jhu,juelich,mist,yeo_networks7,yeo_networks17,component,cut_coords
782,Superior Frontal Gyrus,R G_precentral,Background,Background,GM Premotor cortex BA6 R,SOMATOMOTOR_NETWORK_mediolateral,SomMotA,SomMotA,782,"[19.026207475866357, -9.80113050125152, 71.65665141488958]"
783,Background,Background,Left Crus I,Background,Background,left_CEREBELLUM_CRUSII_posterior,Background,Background,783,"[-13.240319307412278, -73.84239603728672, -31.546163714445925]"
784,Precentral Gyrus,R S_precentral-sup-part,Background,Background,GM Premotor cortex BA6 R,FRONTAL_EYE_FIELD,SomMotA,SomMotA,784,"[22.381897693858036, -13.26092841108462, 63.99401507035637]"
785,"Middle Temporal Gyrus, posterior division",R S_temporal_inf,Background,Background,Background,right_MIDDLE_TEMPORAL_GYRUS_posterior,ContA,ContB,785,"[59.17591361627149, -37.174729378227696, -12.689243439401324]"
786,Superior Frontal Gyrus,L G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterocaudal,DefaultB,DefaultB,786,"[-3.5376104808522797, 46.77332033039795, 35.91336362185922]"
787,Frontal Pole,L S_front_middle,Background,Background,Background,left_MIDDLE_FRONTAL_GYRUS_anterior,SalVentAttnA,SalVentAttnB,787,"[-27.365365539643932, 43.643856152127256, 31.197475982745374]"
788,Occipital Fusiform Gyrus,L G_oc-temp_lat-fusifor,Left VI,Background,GM Visual cortex V4 L,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,788,"[-24.951496151984045, -65.46788153897059, -12.7381038655558]"
789,Insular Cortex,L G_insular_short,Background,Background,Background,ANTERIOR_INSULA_ventral,SalVentAttnA,SomMotB,789,"[-44.68328346704412, 11.363717451901437, -9.29577718090178]"
790,Background,L S_precentral-inf-part,Background,Superior longitudinal fasciculus R,GM Primary somatosensory cortex BA3a L,left_INFERIOR_FRONTAL_SULCUS,Background,Background,790,"[-38.256286866936016, -8.207224087166537, 27.70182356698936]"
791,"Superior Temporal Gyrus, anterior division",L G_temp_sup-Lateral,Background,Background,GM Primary auditory cortex TE1.2 L,SUPERIOR_TEMPORAL_GYRUS_middle,SomMotA,TempPar,791,"[-64.31546619132283, -13.171495941194237, 0.8118283244989613]"
792,Planum Polare,L S_circular_insula_inf,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) R,GM Insula Id1 L,POSTERIOR_INSULA_ventral,SalVentAttnA,SalVentAttnA,792,"[-42.04496413878235, -11.803183148667529, -9.78502519801053]"
793,"Lateral Occipital Cortex, inferior division",L S_oc_middle_and_Lunatus,Background,Background,GM Visual cortex V5 L,LATERAL_VISUAL_NETWORK_ventroposterior,VisCent,VisCent,793,"[-36.336692256142335, -84.61815315048958, -0.2901721497541132]"
794,"Temporal Fusiform Cortex, posterior division",R S_collat_transv_ant,Background,Posterior thalamic radiation (include optic radiation) L,WM Optic radiation R,HIPPOCAMPUS,Background,LimbicA,794,"[41.80939532302531, -25.338409849342852, -13.770911557386214]"
795,Frontal Pole,L S_front_inf,Background,Background,GM Broca's area BA45 L,right_FRONTAL_POLE_lateral,ContA,ContA,795,"[-39.04126155478195, 40.974905992006484, 11.330266280152117]"
796,Precentral Gyrus,R G_precentral,Background,Background,GM Premotor cortex BA6 R,FRONTAL_EYE_FIELD,SomMotA,DorsAttnB,796,"[31.29536379374639, -5.550263497330633, 68.77226786018656]"
797,Frontal Orbital Cortex,R S_orbital_med-olfact,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) L,Background,CAUDATE_ventral,LimbicA,LimbicB,797,"[18.753844793142648, 18.09182671334659, -11.23580361953725]"
798,Superior Parietal Lobule,R G_postcentral,Background,Background,GM Superior parietal lobule 7PC R,left_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,798,"[46.410566085191334, -39.88203406047322, 59.240137856566776]"
799,Background,Background,Background,Splenium of corpus callosum,WM Fornix,THALAMUS_dorsal,Background,Background,799,"[7.4348939593508305, -7.004698638901942, 17.07429532056392]"
800,Precuneous Cortex,R G_cingul-Post-ventral,Background,Cingulum (cingulate gyrus) L,GM Visual cortex V1 BA17 R,PARIETO_OCCIPITAL_SULCUS_ventral,DefaultB,DefaultC,800,"[8.339577207318342, -53.596622482281816, 8.888711519845685]"
801,Superior Frontal Gyrus,L G_front_sup,Background,Background,GM Premotor cortex BA6 L,FRONTAL_EYE_FIELD,DorsAttnB,DorsAttnB,801,"[-25.628951284436653, 1.8166568695436922, 68.7990054885463]"
802,Superior Frontal Gyrus,L S_front_sup,Background,Background,GM Premotor cortex BA6 L,FRONTAL_EYE_FIELD,ContA,ContA,802,"[-21.981303759407922, 8.261782492415819, 59.09914527574884]"
803,Frontal Orbital Cortex,R S_orbital-H_Shaped,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) L,WM Inferior occipito-frontal fascicle R,PERI_INSULAR_SULCUS,LimbicA,LimbicB,803,"[28.3152649435317, 24.226865996786387, -16.222361694412335]"
804,"Lateral Occipital Cortex, superior division",L G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PGp L,left_DORSAL_VISUAL_STREAM_ventral,DefaultB,DefaultC,804,"[-31.38269366697054, -84.21569181665336, 41.86519051874829]"
805,Frontal Pole,R G_front_middle,Background,Background,Background,right_MIDDLE_FRONTAL_GYRUS_anterior,SalVentAttnA,SalVentAttnB,805,"[35.948326144341166, 44.562358659276896, 34.1269448812196]"
806,"Supramarginal Gyrus, anterior division",R S_postcentral,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) L,GM Inferior parietal lobule PFt R,left_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,806,"[41.97317589578216, -24.807172629754277, 35.41088495919537]"
807,Precentral Gyrus,R S_central,Background,Background,WM Corticospinal tract R,SOMATOMOTOR_NETWORK_mediolateral,Background,Background,807,"[16.45906173207979, -21.087569514161814, 57.024217034044796]"
808,"Supramarginal Gyrus, anterior division",R G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PF R,SUPRAMARGINAL_GYRUS,SalVentAttnA,SalVentAttnA,808,"[59.44044121764563, -29.080825145727886, 32.64088963849947]"
809,"Lateral Occipital Cortex, superior division",L G_parietal_sup,Background,Background,GM Superior parietal lobule 7P L,PARIETO_OCCIPITAL_SULCUS_dorsal,DorsAttnB,ContC,809,"[-12.450776174752605, -78.55092921102158, 50.458905400727275]"
810,Superior Parietal Lobule,L S_postcentral,Background,Background,GM Anterior intra-parietal sulcus hIP3 L,right_POSTCENTRAL_SULCUS,DorsAttnB,ContA,810,"[-32.832667818356214, -45.15010576291199, 44.18529220745387]"
811,Background,Background,Left X,Fornix (column and body of fornix),Background,CEREBELLUM_IX_middle,Background,Background,811,"[-11.070999681237652, -31.911767140102, -48.570150514030075]"
812,Superior Parietal Lobule,R S_intrapariet_and_P_trans,Background,Background,GM Anterior intra-parietal sulcus hIP3 R,right_INTRAPARIETAL_SULCUS,DorsAttnB,ContA,812,"[35.27086990531305, -56.53615256245365, 48.80254229238429]"
813,"Lateral Occipital Cortex, inferior division",L S_occipital_ant,Background,Background,GM Visual cortex V5 L,LATERAL_VISUAL_NETWORK_posterior,VisCent,VisCent,813,"[-42.94717900941563, -73.10802977402162, 3.0306717974576713]"
814,Background,Background,Left IX,Medial lemniscus L,Background,CEREBELLUM_IX_middle,Background,Background,814,"[-0.37734978298404087, -54.52791388460592, -47.01742869214095]"
815,Insular Cortex,R Lat_Fis-post,Background,Anterior corona radiata L,GM Secondary somatosensory cortex / Parietal operculum OP2 R,HESCHLS GYRUS,Background,SomMotB,815,"[28.40566571795381, -17.308361071798245, 20.54202399883765]"
816,Occipital Fusiform Gyrus,R G_and_S_occipital_inf,Right Crus I,Background,GM Visual cortex V3V R,NOISE,VisCent,VisCent,816,"[27.13011670754986, -87.40542360792503, -17.48934845163067]"
817,"Lateral Occipital Cortex, inferior division",R G_and_S_occipital_inf,Right Crus I,Background,GM Visual cortex V4 R,LATERAL_VISUAL_NETWORK_ventroposterior,VisCent,VisCent,817,"[42.8574584829326, -74.67707786398017, -16.614049845134716]"
818,Middle Frontal Gyrus,L G_front_middle,Background,Background,GM Broca's area BA45 L,left_MIDDLE_FRONTAL_GYRUS_posterorostral,ContA,ContB,818,"[-54.09497140644847, 19.11915483538948, 40.146595981555436]"
819,Frontal Medial Cortex,L S_orbital-H_Shaped,Background,Anterior corona radiata R,WM Callosal body,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_posterior,LimbicA,LimbicB,819,"[-15.872986649183346, 42.63621570894557, -12.759814275232074]"
820,Parietal Operculum Cortex,R Lat_Fis-post,Background,Background,GM Inferior parietal lobule PFcm R,SUPRAMARGINAL_GYRUS,SalVentAttnA,SalVentAttnA,820,"[49.06834253218602, -30.416971318829326, 26.230040693234656]"
821,Lingual Gyrus,R G_oc-temp_med-Lingual,Right V,Background,GM Visual cortex V2 BA18 R,MEDIAL_VISUAL_NETWORK_anteroventral,VisCent,VisPeri,821,"[15.106662251132548, -49.50038543316545, -8.906978568539387]"
822,"Parahippocampal Gyrus, anterior division",L G_temp_sup-Plan_polar,Background,Uncinate fasciculus R,GM Amygdala_laterobasal group L,AMYGDALA,LimbicA,LimbicA,822,"[-35.24111389293905, -1.035712426366274, -27.02614375169766]"
823,"Inferior Frontal Gyrus, pars opercularis",R G_front_inf-Opercular,Background,Background,GM Broca's area BA44 R,right_VENTROLATERAL_PREFRONTAL_CORTEX,SalVentAttnA,SalVentAttnA,823,"[60.88959728939142, 11.432032011604917, 13.41876704078129]"
824,"Temporal Fusiform Cortex, posterior division",L G_oc-temp_lat-fusifor,Left VI,Background,Background,CEREBELLUM_VI_anterior,Background,DorsAttnA,824,"[-39.19471448468744, -46.32024500839981, -29.729411440924714]"
825,Precuneous Cortex,R G_precuneus,Background,Background,GM Superior parietal lobule 7M R,right_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,ContC,825,"[14.621501590147489, -64.90139685899881, 43.46049790685859]"
826,"Temporal Fusiform Cortex, anterior division",R Pole_temporal,Background,Background,GM Hippocampus entorhinal cortex R,TEMPORAL_POLE,LimbicA,LimbicA,826,"[34.53445316407792, -0.8820046767895917, -41.72164822159062]"
827,"Superior Temporal Gyrus, anterior division",L G_temp_sup-Lateral,Background,Background,GM Primary auditory cortex TE1.2 L,left_MIDDLE_TEMPORAL_GYRUS_anterior,DefaultB,TempPar,827,"[-57.49079225886395, -2.3444658806859593, -12.071283196034116]"
828,Background,Background,Background,Uncinate fasciculus L,WM Callosal body,Background,Background,Background,828,"[26.65311450323783, -47.44728581429776, 16.391584939890052]"
829,Heschl's Gyrus (includes H1 and H2),L G_temp_sup-G_T_transv,Background,Background,WM Acoustic radiation L,POSTERIOR_INSULA_ventral,SomMotA,SomMotB,829,"[-44.29461462386854, -18.062028320266222, 1.9816355817511635]"
830,Middle Frontal Gyrus,L G_front_middle,Background,Background,GM Premotor cortex BA6 L,left_MIDDLE_FRONTAL_GYRUS_posterocaudal,DefaultB,DefaultB,830,"[-41.840263317523004, 11.436626401170372, 53.439034514414914]"
831,Precuneous Cortex,R G_precuneus,Background,Background,GM Superior parietal lobule 7M R,PARIETO_OCCIPITAL_SULCUS_dorsal,ContA,ContC,831,"[4.407431126917544, -64.82970713791705, 43.301241259374876]"
832,Intracalcarine Cortex,R G_cuneus,Background,Background,GM Visual cortex V1 BA17 R,MEDIAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,832,"[8.412030271692657, -69.3557600912385, 11.364433410146276]"
833,Frontal Pole,L S_front_middle,Background,Background,Background,left_MIDDLE_FRONTAL_GYRUS_anterior,ContA,SalVentAttnB,833,"[-31.147031984844148, 49.491477559830344, 20.3970961789979]"
834,Background,R S_precentral-sup-part,Background,Anterior corona radiata L,WM Corticospinal tract R,Background,Background,Background,834,"[23.75801111997052, -2.9423978468946643, 39.46062458652926]"
835,Background,Background,Left Crus I,Unclassified,Background,left_CEREBELLUM_CRUSII_anterior,Background,Background,835,"[-30.432151187544235, -59.87330408477207, -35.07261631036226]"
836,Parietal Operculum Cortex,L G_and_S_subcentral,Background,Background,GM Secondary somatosensory cortex / Parietal operculum OP1 L,SUPRAMARGINAL_GYRUS,SomMotA,SomMotB,836,"[-52.05852272563306, -22.73288328216522, 18.74048266305344]"
837,"Cingulate Gyrus, posterior division",R G_cingul-Post-dorsal,Background,Body of corpus callosum,WM Callosal body,PRECUNEUS_ventral,DefaultB,ContC,837,"[-0.06552385982443809, -43.70345048674527, 19.13260640789646]"
838,Occipital Pole,L Pole_occipital,Background,Background,GM Visual cortex V1 BA17 L,POSTERIOR_VISUAL_NETWORK_ventromedial,VisCent,VisCent,838,"[-12.271811506543912, -101.057108944681, 2.052172946322912]"
839,Frontal Medial Cortex,R G_and_S_frontomargin,Background,Background,Background,FRONTAL_POLE,LimbicA,LimbicB,839,"[-12.492958591530027, 54.55858637312059, -16.3868799059929]"
840,Frontal Orbital Cortex,R G_orbital,Background,Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) L,GM Amygdala_superficial group R,PERI_INSULAR_SULCUS,LimbicA,LimbicB,840,"[29.760740406390227, 10.350087783199314, -19.722986765179265]"
841,Precentral Gyrus,L G_precentral,Background,Background,GM Premotor cortex BA6 L,SOMATOMOTOR_NETWORK_mediolateral,SomMotA,SomMotA,841,"[-21.690817562045595, -18.41113527968028, 68.36219291032884]"
842,Precuneous Cortex,R S_cingul-Marginalis,Background,Superior corona radiata L,GM Superior parietal lobule 5Ci R,INFERIOR_MARGINAL_SULCUS,SalVentAttnA,SalVentAttnA,842,"[14.681465534848314, -40.270797727474374, 47.819916138216456]"
843,Frontal Pole,L S_front_middle,Background,Background,Background,right_FRONTAL_POLE_lateral,ContA,ContB,843,"[-29.722854648738277, 53.25855307206635, 9.08752962879538]"
844,"Inferior Frontal Gyrus, pars opercularis",R S_precentral-inf-part,Background,Background,GM Broca's area BA44 R,right_INFERIOR_FRONTAL_SULCUS,SalVentAttnA,ContA,844,"[51.67418148855921, 6.874914924775425, 17.648199466964343]"
845,Supracalcarine Cortex,R G_cuneus,Background,Background,GM Visual cortex V2 BA18 R,MEDIODORSAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,845,"[2.1902430507113877, -78.45719368278718, 20.73474106027838]"
846,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 R,POSTCENTRAL_SULCUS_dorsal,SomMotA,SomMotA,846,"[30.043261383860155, -36.81857333005547, 65.59531682000855]"
847,Superior Frontal Gyrus,R G_front_sup,Background,Background,GM Premotor cortex BA6 R,PRE_SUPPLEMENTARY_MOTOR_CORTEX_anterior,SalVentAttnA,SalVentAttnB,847,"[9.734419633235447, 20.426252891187232, 52.59486332883816]"
848,Cuneal Cortex,R G_precuneus,Background,Background,GM Superior parietal lobule 7M R,PARIETO_OCCIPITAL_SULCUS,VisCent,VisPeri,848,"[7.239088921032163, -68.12801579150334, 24.136113171280556]"
849,Angular Gyrus,R S_temporal_sup,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) L,GM Inferior parietal lobule PGp R,right_ANGULAR_GYRUS,DorsAttnB,DefaultC,849,"[44.95002332300777, -57.96570048509891, 19.42886556228237]"
850,Insular Cortex,L S_circular_insula_sup,Background,External capsule R,WM Inferior occipito-frontal fascicle L,PUTAMEN_posterior,Background,Background,850,"[-23.93379770550098, 8.575261842943576, 4.630558774686847]"
851,Angular Gyrus,L G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PFm L,left_ANGULAR_GYRUS,DefaultB,TempPar,851,"[-62.40426563010542, -55.148889743903894, 22.127107796505186]"
852,Background,Background,Background,Superior corona radiata L,WM Superior longitudinal fascicle R,Background,Background,Background,852,"[30.429426732380563, -41.637295589562456, 26.861095270747683]"
853,"Supramarginal Gyrus, posterior division",L G_temp_sup-Plan_tempo,Background,Background,GM Inferior parietal lobule PFcm L,left_INFERIOR_PARIETAL_LOBULE,SalVentAttnA,SalVentAttnA,853,"[-53.300844188997154, -45.19450838428406, 29.345855016793863]"
854,"Middle Temporal Gyrus, posterior division",L S_temporal_inf,Background,Background,Background,left_MIDDLE_TEMPORAL_GYRUS_anterior,DefaultB,DefaultB,854,"[-58.524481321193576, -22.199891661737027, -18.879683203904882]"
855,Frontal Pole,L S_front_sup,Background,Background,Background,left_SUPERIOR_FRONTAL_SULCUS_anterior,DefaultB,DefaultA,855,"[-17.393127391249777, 40.875540772337104, 43.06798768873233]"
856,Lingual Gyrus,L G_oc-temp_med-Lingual,Left V,Background,Background,CEREBELLUM_VERMIS,Background,VisPeri,856,"[-10.764594775156908, -49.76551470575498, -13.685119108028857]"
857,"Lateral Occipital Cortex, inferior division",R S_occipital_ant,Background,Background,GM Visual cortex V5 R,FUSIFORM_GYRUS_dorsolateral,VisCent,DorsAttnA,857,"[44.960778182850305, -62.829015184901394, -0.0427680256256906]"
858,Frontal Operculum Cortex,L Lat_Fis-ant-Vertical,Background,External capsule R,GM Broca's area BA44 L,ANTERIOR_INSULA_anteroodorsal,SalVentAttnA,SalVentAttnA,858,"[-35.07746758852025, 19.150661250355938, 11.823856120531218]"
859,Precuneous Cortex,L S_cingul-Marginalis,Background,Background,GM Superior parietal lobule 5M L,INFERIOR_MARGINAL_SULCUS,SalVentAttnA,SalVentAttnA,859,"[-11.590280002256392, -48.17075191128241, 56.92605307420794]"
860,Background,L S_front_inf,Background,Anterior corona radiata R,WM Superior occipito-frontal fascicle L,left_INFERIOR_FRONTAL_SULCUS,Background,ContA,860,"[-30.578305969698135, 25.61627424135358, 17.201700259474563]"
861,"Parahippocampal Gyrus, posterior division",L G_oc-temp_med-Parahip,Right I-IV,Cingulum (hippocampus) R,GM Hippocampus entorhinal cortex L,CEREBELLUM_I-V,LimbicA,DefaultC,861,"[18.618950484913285, -23.85135630392726, -26.877406961859712]"
862,"Lateral Occipital Cortex, superior division",R G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PGp R,DORSAL_VISUAL_STREAM_ventrolateral,DorsAttnB,DefaultC,862,"[40.46969878238943, -70.94036086064503, 36.29049550427915]"
863,Precentral Gyrus,R G_and_S_paracentral,Background,Background,GM Primary motor cortex BA4a L,SOMATOMOTOR_NETWORK_medial,SomMotA,SomMotA,863,"[-0.262879339765675, -23.83427757201433, 60.39688452322184]"
864,Precuneous Cortex,L S_parieto_occipital,Background,Cingulum (cingulate gyrus) R,GM Superior parietal lobule 7M L,PARIETO_OCCIPITAL_SULCUS_dorsal,ContA,ContC,864,"[-12.449900594066037, -67.40218437083911, 34.63044807591645]"
865,Superior Parietal Lobule,L G_parietal_sup,Background,Background,GM Anterior intra-parietal sulcus hIP2 L,left_INTRAPARIETAL_SULCUS,ContA,ContA,865,"[-40.95737035288461, -46.32132667991614, 51.70734532425621]"
866,Precuneous Cortex,R G_precuneus,Background,External capsule L,GM Superior parietal lobule 7M R,PARIETO_OCCIPITAL_SULCUS,DefaultB,DefaultC,866,"[7.092638683384791, -58.312707784313915, 23.32336820911557]"
867,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 R,right_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,867,"[48.26942832943644, -18.77805603891477, 61.08483557061032]"
868,Paracingulate Gyrus,R G_and_S_cingul-Mid-Ant,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_posterior,SalVentAttnA,SalVentAttnB,868,"[0.06104341833575688, 26.388688722908654, 32.569523286155274]"
869,"Inferior Frontal Gyrus, pars opercularis",L S_precentral-inf-part,Background,Background,GM Broca's area BA44 L,left_INFERIOR_FRONTAL_SULCUS,DorsAttnB,ContA,869,"[-50.387597863850765, 5.1871786597617415, 23.8875688338169]"
870,"Temporal Fusiform Cortex, posterior division",R S_collat_transv_ant,Background,Cingulum (hippocampus) L,GM Amygdala_laterobasal group R,AMYGDALA,Background,LimbicA,870,"[38.43791894141461, -9.34016842844261, -21.605636773435812]"
871,Precuneous Cortex,R S_pericallosal,Background,External capsule L,WM Cingulum R,PARIETO_OCCIPITAL_SULCUS_ventral,DefaultB,DefaultC,871,"[15.03758874899495, -48.98171151344887, 17.43827529956556]"
872,Occipital Fusiform Gyrus,R G_oc-temp_lat-fusifor,Right VI,Background,GM Visual cortex V4 R,CEREBELLUM_VI_dorsal,VisCent,VisCent,872,"[26.633120416841606, -65.12919182944792, -19.04720933901443]"
873,"Parahippocampal Gyrus, posterior division",R G_oc-temp_med-Parahip,Background,Cingulum (hippocampus) L,GM Lateral geniculate body R,AMYGDALA,Background,Background,873,"[25.020522906463583, -16.571722563471397, -14.268240058308493]"
874,"Inferior Frontal Gyrus, pars triangularis",R G_front_inf-Orbital,Background,Background,GM Broca's area BA45 R,right_VENTROLATERAL_PREFRONTAL_CORTEX,DefaultB,DefaultB,874,"[49.522045902808884, 32.6464310819708, -8.779575131070672]"
875,Background,L S_orbital-H_Shaped,Background,Anterior corona radiata R,WM Callosal body,CAUDATE_ventral,Background,Background,875,"[-18.45209095461294, 34.674223900472725, -4.274415176714783]"
876,Background,L G_temp_sup-Plan_polar,Background,Uncinate fasciculus R,GM Amygdala_laterobasal group L,AMYGDALA,Background,Background,876,"[-26.769264561109125, -9.68962028124109, -18.4052083597564]"
877,Superior Parietal Lobule,L G_parietal_sup,Background,Background,GM Superior parietal lobule 7PC L,DORSAL_VISUAL_STREAM_superior,DorsAttnB,DorsAttnA,877,"[-35.28651861359774, -52.46661549179183, 57.27213769719708]"
878,Frontal Pole,R S_front_middle,Background,Background,Background,right_MIDDLE_FRONTAL_GYRUS_anterior,SalVentAttnA,SalVentAttnB,878,"[29.934464720053214, 37.67975777652475, 29.46955932705508]"
879,Frontal Pole,L G_rectus,Background,Background,Background,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_anterior,LimbicA,LimbicB,879,"[-0.1558871964032278, 62.035517170126184, -12.706658498080998]"
880,Occipital Fusiform Gyrus,R G_oc-temp_lat-fusifor,Right Crus I,Background,Background,CEREBELLUM_CRUSI,Background,Background,880,"[39.024537056126604, -68.43188123209717, -24.55813098297733]"
881,"Lateral Occipital Cortex, superior division",R S_oc_sup_and_transversal,Background,Background,GM Visual cortex V2 BA18 R,LATERAL_VISUAL_NETWORK_dorsoposterior,VisCent,VisCent,881,"[28.558858504268144, -84.07300614922227, 24.535499797755733]"
882,Middle Frontal Gyrus,L S_front_sup,Background,Background,Background,left_SUPERIOR_FRONTAL_SULCUS_anterior,DefaultB,DefaultA,882,"[-25.083187169070627, 21.220112380591274, 43.39518217020827]"
883,"Supramarginal Gyrus, anterior division",L G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PF L,left_INTRAPARIETAL_SULCUS,ContA,ContA,883,"[-60.30438989178674, -39.364157818491066, 50.64838264912436]"
884,"Middle Temporal Gyrus, temporooccipital part",L G_temporal_middle,Background,Background,Background,FUSIFORM_GYRUS_dorsolateral,DorsAttnB,ContA,884,"[-54.947226888362316, -58.68956318481719, 0.1447675367884642]"
885,Insular Cortex,L G_Ins_lg_and_S_cent_ins,Background,External capsule R,GM Secondary somatosensory cortex / Parietal operculum OP3 L,POSTERIOR_INSULA_dorsal,SomMotA,SomMotB,885,"[-33.57221465602181, -12.466137866454105, 15.071599912646036]"
886,"Lateral Occipital Cortex, inferior division",L S_occipital_ant,Background,Background,GM Visual cortex V5 L,FUSIFORM_GYRUS_ventrolateral,DorsAttnB,DorsAttnA,886,"[-50.087578065547916, -69.5427562956213, -2.8539614275327096]"
887,Precentral Gyrus,L G_precentral,Background,Background,GM Premotor cortex BA6 L,left_MIDDLE_FRONTAL_GYRUS_posterocaudal,DorsAttnB,DorsAttnB,887,"[-50.144846758204764, 1.381805220430266, 48.82931677826333]"
888,Background,Background,Left VIIIb,Inferior cerebellar peduncle R  ,Background,CEREBELLUM_IX_middle,Background,Background,888,"[-10.394853242276497, -42.64729716096902, -52.2265155438576]"
889,Background,L S_circular_insula_ant,Background,External capsule R,WM Uncinate fascicle L,PUTAMEN_posterior,Background,Background,889,"[-27.524758183865345, 5.792669224659107, -4.31315731788041]"
890,Temporal Occipital Fusiform Cortex,R G_oc-temp_lat-fusifor,Right V,Medial lemniscus L,Background,CEREBELLUM_I-V,Background,Background,890,"[21.166773041992087, -48.56168585562436, -22.333743740081204]"
891,Angular Gyrus,R S_interm_prim-Jensen,Background,Background,GM Inferior parietal lobule Pga R,right_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultA,891,"[46.62262737878271, -50.045394570837686, 29.745622803175408]"
892,Background,Background,Left V,Background,Background,CEREBELLUM_I-V,Background,Background,892,"[-0.44144907550359846, -61.14485251190719, -13.653810544111636]"
893,"Lateral Occipital Cortex, inferior division",L G_occipital_middle,Background,Background,GM Visual cortex V5 L,LATERAL_VISUAL_NETWORK_posterior,VisCent,VisCent,893,"[-48.17100542167187, -79.46616374780913, 9.269247248479658]"
894,Frontal Pole,Background,Background,Background,Background,right_MIDDLE_FRONTAL_GYRUS_posterior,ContA,SalVentAttnB,894,"[27.76161770574508, 49.035582103950134, 40.98648204471671]"
895,Lingual Gyrus,R G_oc-temp_med-Lingual,Background,Background,GM Visual cortex V1 BA17 L,VENTRAL_VISUAL_NETWORK_medial,VisCent,VisPeri,895,"[0.3575040420696354, -67.0191265135785, 6.090832316760867]"
896,Background,Background,Right I-IV,Medial lemniscus L,Background,CEREBELLUM_I-V,Background,Background,896,"[16.136196359913882, -41.19860860224166, -29.928051756424594]"
897,Temporal Occipital Fusiform Cortex,L S_oc-temp_med_and_Lingual,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) R,WM Optic radiation L,COLLATERAL_SULCUS,VisCent,VisCent,897,"[-29.488625645486366, -59.402626160931106, -7.204996774454443]"
898,Occipital Pole,R Pole_occipital,Background,Background,GM Visual cortex V3V R,POSTERIOR_VISUAL_NETWORK_lateral,VisCent,VisCent,898,"[27.976832236275968, -98.2256624460797, -6.956968889708108]"
899,Background,L S_postcentral,Background,Posterior corona radiata R,WM Superior longitudinal fascicle L,right_POSTCENTRAL_SULCUS,Background,Background,899,"[-25.124817281159807, -39.38208570882345, 37.28862453181502]"
900,Background,Background,Left Crus II,Background,Background,left_CEREBELLUM_CRUSII_anterior,Background,Background,900,"[-38.24375255791486, -71.27646144185897, -44.83343317497915]"
901,"Cingulate Gyrus, posterior division",R G_cingul-Post-dorsal,Background,Cingulum (cingulate gyrus) R,GM Superior parietal lobule 5M L,INFERIOR_MARGINAL_SULCUS,DefaultB,ContC,901,"[-0.6386894415139608, -31.510942648629822, 42.3690361189919]"
902,Precuneous Cortex,L G_precuneus,Background,Background,GM Superior parietal lobule 5M L,PRECUNEUS_dorsal,DefaultB,ContC,902,"[-1.802236398696536, -47.99177837036922, 47.54598406603253]"
903,Cuneal Cortex,R S_parieto_occipital,Background,Background,GM Superior parietal lobule 7M R,MEDIODORSAL_VISUAL_NETWORK_anterior,VisCent,VisPeri,903,"[17.590478775534763, -81.99111518073332, 33.96741289059635]"
904,"Lateral Occipital Cortex, inferior division",R S_oc_middle_and_Lunatus,Background,Background,GM Visual cortex V5 R,LATERAL_VISUAL_NETWORK_posterior,VisCent,VisCent,904,"[41.05980068975765, -76.2445816046513, 6.240173979117841]"
905,Superior Frontal Gyrus,L G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_posterior,ContA,DefaultB,905,"[-6.590198046686581, 33.62695461885909, 47.76934834284543]"
906,Precentral Gyrus,R G_and_S_paracentral,Background,Background,GM Primary motor cortex BA4a R,SOMATOMOTOR_NETWORK_medial,SomMotA,SomMotA,906,"[8.432859331384876, -27.739903188941966, 68.47287150613712]"
