,harvard_oxford,destrieux,diedrichsen,jhu,juelich,mist,yeo_networks7,yeo_networks17,component,cut_coords
372,"Middle Temporal Gyrus, temporooccipital part",L S_temporal_inf,Background,Background,Background,OCCIPITOTEMPORAL_GYRUS_lateral,ContA,ContA,372,"[-60.49223876582474, -52.87095786748341, -8.511002253751656]"
373,Superior Parietal Lobule,R G_parietal_sup,Background,Background,GM Superior parietal lobule 5L R,SUPERIOR_PARIETAL_LOBULE,DorsAttnB,DorsAttnB,373,"[17.3359456049715, -48.8789304047456, 68.79026289719357]"
374,Temporal Occipital Fusiform Cortex,R G_oc-temp_lat-fusifor,Right VI,Background,Background,CEREBELLUM_VI_anterior,Background,Background,374,"[39.30780403168217, -46.08708136916958, -29.648614411909016]"
375,Lingual Gyrus,Background,Right V,Background,Background,CEREBELLUM_VI_dorsal,Background,Background,375,"[7.9504346133366255, -63.64995511709246, -15.274124236356478]"
376,Background,L Lat_Fis-post,Background,Posterior limb of internal capsule R,WM Corticospinal tract L,CAUDATE_dorsal,Background,Background,376,"[-23.904603493399406, -16.48094661242915, 17.483311725195946]"
377,Paracingulate Gyrus,R S_suborbital,Background,Background,WM Cingulum L,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_posterior,DefaultB,DefaultA,377,"[2.026450000754622, 41.462877503177765, -7.16522727783142]"
378,"Middle Temporal Gyrus, posterior division",L G_temporal_middle,Background,Background,Background,left_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,DefaultB,378,"[-59.27114042945051, -24.743412559778605, -12.101374384402632]"
379,Postcentral Gyrus,L G_precentral,Background,Background,GM Primary somatosensory cortex BA1 L,left_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,379,"[-39.53418632870664, -22.625178235457597, 69.60880961475868]"
380,Background,Background,Left VI,Unclassified,Background,CEREBELLUM_VI_anterior,Background,Background,380,"[-20.128382865839555, -59.040839925014566, -34.72458183307694]"
381,Precentral Gyrus,R G_precentral,Background,Background,GM Premotor cortex BA6 R,SOMATOMOTOR_NETWORK_lateral,SalVentAttnA,SalVentAttnA,381,"[56.668235016017036, 0.22087633806958706, 46.54383689680668]"
382,Background,L S_front_middle,Background,Anterior corona radiata R,WM Superior occipito-frontal fascicle L,left_MIDDLE_FRONTAL_GYRUS_anterior,Background,Background,382,"[-24.10583625241196, 26.803141818625107, 18.686398109544186]"
383,Superior Parietal Lobule,R S_intrapariet_and_P_trans,Background,Background,GM Anterior intra-parietal sulcus hIP3 R,right_INTRAPARIETAL_SULCUS,DorsAttnB,ContA,383,"[35.73239456069848, -56.22399479055545, 47.456500828118635]"
384,"Supramarginal Gyrus, posterior division",L G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PFm L,left_INTRAPARIETAL_SULCUS,ContA,ContB,384,"[-48.098753165302114, -48.676156918575344, 49.70362233078208]"
385,"Lateral Occipital Cortex, superior division",L G_occipital_middle,Background,Background,GM Inferior parietal lobule PGp L,DORSAL_VISUAL_STREAM_ventrolateral,DorsAttnB,DorsAttnA,385,"[-43.07474990969467, -72.55230862014187, 18.16896671828519]"
386,"Supramarginal Gyrus, anterior division",R G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PF R,SUPRAMARGINAL_GYRUS,SalVentAttnA,SalVentAttnA,386,"[65.77078525249999, -28.69171150642312, 27.730910595387442]"
387,Frontal Operculum Cortex,L Lat_Fis-ant-Vertical,Background,Anterior corona radiata R,GM Broca's area BA44 L,ANTERIOR_INSULA_anteroodorsal,SalVentAttnA,SalVentAttnB,387,"[-33.973271844136974, 23.375298876558816, 8.32227715800282]"
388,"Cingulate Gyrus, posterior division",R S_cingul-Marginalis,Background,Background,GM Superior parietal lobule 5Ci R,INFERIOR_MARGINAL_SULCUS,SalVentAttnA,SomMotA,388,"[5.594669768150453, -31.150764428691332, 48.30884518861123]"
389,Planum Polare,R S_circular_insula_inf,Background,Retrolenticular part of internal capsule R,GM Insula Id1 L,POSTERIOR_INSULA_ventral,SalVentAttnA,SomMotB,389,"[-41.168993307379345, -20.181057713957514, -0.2800590874061015]"
390,"Middle Temporal Gyrus, posterior division",R G_temporal_middle,Background,Background,Background,right_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,DefaultB,390,"[64.56395916118515, -33.03712133136223, -3.0545578316649937]"
391,"Cingulate Gyrus, posterior division",L G_cingul-Post-ventral,Left I-IV,Background,GM Visual cortex V1 BA17 L,CEREBELLUM_VERMIS,Background,DefaultC,391,"[0.26562197002169796, -48.43823043452714, 2.5116520019868034]"
392,Frontal Pole,L S_orbital-H_Shaped,Background,Anterior corona radiata R,WM Callosal body,FRONTAL_POLE,Background,Background,392,"[-19.77118598449927, 41.51804891433159, -6.59828007961039]"
393,Paracingulate Gyrus,R G_and_S_cingul-Ant,Background,External capsule L,WM Cingulum R,PERIGENUAL_ANTERIOR_CINGULATE_CORTEX,DefaultB,DefaultA,393,"[10.528566752916277, 43.959047505697214, 15.119686045157025]"
394,Precuneous Cortex,R G_precuneus,Background,Background,GM Superior parietal lobule 7P R,PARIETO_OCCIPITAL_SULCUS_dorsal,DorsAttnB,ContC,394,"[8.88583056768175, -74.78935210387547, 52.200731981874526]"
395,Superior Parietal Lobule,L S_cingul-Marginalis,Background,Posterior corona radiata R,GM Primary somatosensory cortex BA3a L,DORSAL_VISUAL_STREAM_superior,Background,Background,395,"[-23.999757358571443, -38.547817695853496, 45.883806682504755]"
396,Frontal Pole,L G_front_middle,Background,Background,GM Broca's area BA45 L,right_FRONTAL_POLE_lateral,ContA,SalVentAttnB,396,"[-41.598939810717994, 51.516420087154415, 10.036839853066297]"
397,Postcentral Gyrus,R G_and_S_paracentral,Background,Background,GM Superior parietal lobule 5L R,PRECUNEUS_dorsal,DorsAttnB,DorsAttnB,397,"[5.807494562677434, -47.82697810298731, 74.68145304733804]"
398,"Supramarginal Gyrus, posterior division",R S_interm_prim-Jensen,Background,Background,GM Inferior parietal lobule PFm R,right_INFERIOR_PARIETAL_LOBULE,ContA,ContB,398,"[59.59971896038314, -45.6580929517806, 32.691004389584876]"
399,"Parahippocampal Gyrus, posterior division",L S_oc-temp_med_and_Lingual,Background,Cingulum (hippocampus) R,GM Hippocampus dentate gyrus L,HIPPOCAMPUS,VisCent,DefaultC,399,"[-26.499135167955515, -37.09274708065587, -6.799134841256233]"
400,"Inferior Frontal Gyrus, pars triangularis",L S_orbital_lateral,Background,Background,GM Broca's area BA45 L,left_VENTROLATERAL_PREFRONTAL_CORTEX,ContA,DefaultB,400,"[-45.568162803023924, 41.56781459367872, -3.2595233418342247]"
401,"Superior Temporal Gyrus, posterior division",L G_temp_sup-Lateral,Background,Background,GM Primary auditory cortex TE1.2 L,SUPERIOR_TEMPORAL_GYRUS_middle,SomMotA,TempPar,401,"[-61.693150358070895, -12.969779868191054, 1.95210212368724]"
402,"Inferior Temporal Gyrus, temporooccipital part",L S_oc-temp_lat,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) R,WM Optic radiation L,OCCIPITOTEMPORAL_GYRUS_lateral,DorsAttnB,DorsAttnA,402,"[-46.565270705668695, -41.497507467911134, -17.738238981526663]"
403,Lingual Gyrus,Background,Vermis Crus I,Background,Background,CEREBELLUM_CRUSI,Background,Background,403,"[4.660218130082967, -83.71351033270098, -22.057449202522044]"
404,Planum Temporale,R G_temp_sup-Plan_tempo,Background,Background,GM Secondary somatosensory cortex / Parietal operculum OP1 R,HESCHLS GYRUS,SomMotA,SomMotB,404,"[63.31204864885822, -22.760943354510204, 14.199669727035271]"
405,Subcallosal Cortex,L G_subcallosal,Background,Pontine crossing tract (a part of MCP),WM Callosal body,CAUDATE_ventral,Background,Background,405,"[-11.603921188953379, 16.392708606416335, -4.7894379228671795]"
406,Background,Background,Background,Body of corpus callosum,WM Fornix,THALAMUS_dorsal,Background,Background,406,"[-12.513708972470354, -35.74509866789238, 12.328848010853179]"
407,"Cingulate Gyrus, posterior division",R S_pericallosal,Background,Cingulum (cingulate gyrus) R,WM Cingulum R,POSTERIOR_CINGULATE_CORTEX,ContA,ContC,407,"[-7.8858560093079575, -23.165851347506546, 29.983293491071592]"
408,Parietal Operculum Cortex,L G_and_S_subcentral,Background,Background,GM Inferior parietal lobule PFop L,SUPRAMARGINAL_GYRUS,SalVentAttnA,SalVentAttnA,408,"[-58.111382109725575, -22.556389676941876, 19.70682247120868]"
409,Postcentral Gyrus,R G_and_S_paracentral,Background,Background,GM Superior parietal lobule 5M R,SOMATOMOTOR_NETWORK_medial,SomMotA,SomMotA,409,"[-0.09666987677611871, -38.4316380426544, 59.72777677607536]"
410,Angular Gyrus,L G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PFm L,left_ANGULAR_GYRUS,DefaultB,TempPar,410,"[-61.577134498559495, -57.96422888426089, 22.432573574532583]"
411,Postcentral Gyrus,L G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 L,left_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,411,"[-32.214217209067726, -24.080819616663348, 62.15088718086383]"
412,Precuneous Cortex,R G_precuneus,Background,Background,GM Superior parietal lobule 7A R,PRECUNEUS_dorsal,DorsAttnB,ContC,412,"[6.104499248097071, -58.52118379893099, 53.12413046012426]"
413,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary somatosensory cortex BA3b R,right_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,413,"[31.140846882152815, -36.0408780637937, 63.75672648466394]"
414,Background,L S_circular_insula_inf,Background,Retrolenticular part of internal capsule R,WM Corticospinal tract L,THALAMUS_ventral,Background,Background,414,"[-20.244099841056624, -24.34490493481455, 3.0354044290347275]"
415,"Lateral Occipital Cortex, superior division",L G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PGp L,left_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultC,415,"[-41.367961511934446, -77.25428573945533, 38.46918847725048]"
416,Precentral Gyrus,R G_and_S_paracentral,Background,Background,GM Primary motor cortex BA4a L,SOMATOMOTOR_NETWORK_medial,SomMotA,SomMotA,416,"[-0.02146334825897611, -27.81240002068344, 66.56606754895824]"
417,"Lateral Occipital Cortex, superior division",R G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PGp R,right_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultC,417,"[46.808428131505565, -69.30185125420456, 36.19229019816629]"
418,Intracalcarine Cortex,R G_oc-temp_med-Lingual,Background,Background,GM Visual cortex V1 BA17 R,POSTERIOR_VISUAL_NETWORK_ventromedial,VisCent,VisPeri,418,"[4.552332780376275, -88.8725730647167, -0.012206415313414709]"
419,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),L G_front_sup,Background,Background,GM Premotor cortex BA6 L,PRE_SUPPLEMENTARY_MOTOR_CORTEX_posterior,SalVentAttnA,SalVentAttnA,419,"[-2.0138761409802584, 4.613893226843629, 61.46587960016046]"
420,Background,Background,Background,Splenium of corpus callosum,WM Fornix,THALAMUS_dorsal,Background,Background,420,"[0.13387692474411494, -12.574548945035517, 11.39184934258435]"
421,Temporal Occipital Fusiform Cortex,R G_oc-temp_lat-fusifor,Right VI,Background,GM Visual cortex V4 R,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,421,"[26.655215372962772, -56.122887072403515, -16.541918797463268]"
422,Background,Background,Background,Splenium of corpus callosum,WM Fornix,THALAMUS_dorsal,Background,Background,422,"[-15.666710216649363, -28.050513262306367, 17.380110687252085]"
423,Cuneal Cortex,R S_parieto_occipital,Background,Background,GM Superior parietal lobule 7M R,MEDIODORSAL_VISUAL_NETWORK_anterior,VisCent,VisPeri,423,"[16.443733157128193, -76.86110969491578, 30.945136793141216]"
424,Temporal Occipital Fusiform Cortex,L G_oc-temp_lat-fusifor,Left Crus I,Background,GM Visual cortex V4 L,CEREBELLUM_CRUSI,VisCent,VisCent,424,"[-42.556882915651784, -65.79106580872859, -21.316392864014205]"
425,Temporal Pole,R Pole_temporal,Background,Background,Background,right_MIDDLE_TEMPORAL_GYRUS_anterior,LimbicA,DefaultB,425,"[48.02901264030285, 12.85139653172331, -33.07118641626326]"
426,Lingual Gyrus,R G_oc-temp_med-Lingual,Right V,Cingulum (hippocampus) R,GM Hippocampus subiculum L,MEDIAL_VISUAL_NETWORK_anteroventral,VisCent,VisPeri,426,"[12.993276166752423, -48.62512080200159, -7.033585763743048]"
427,Postcentral Gyrus,L G_and_S_paracentral,Background,Background,GM Primary motor cortex BA4a R,POSTCENTRAL_SULCUS_dorsal,SomMotA,SomMotA,427,"[-16.147853182394925, -27.746641090277407, 80.60214110184563]"
428,Background,Background,Right Crus II,Background,Background,right_CEREBELLUM_CRUSII_anterior,Background,Background,428,"[38.56004542190172, -68.9162132798975, -44.13995929686465]"
429,Background,Background,Background,Genu of corpus callosum,WM Callosal body,CAUDATE_dorsal,Background,Background,429,"[0.1864261874177089, 1.7845484049636013, 21.720797230806156]"
430,"Lateral Occipital Cortex, inferior division",R G_occipital_middle,Background,Background,GM Inferior parietal lobule PGp R,LATERAL_VISUAL_NETWORK_dorsoposterior,VisCent,VisCent,430,"[39.11456736541476, -87.5174647443508, 16.014975910282246]"
431,Precuneous Cortex,L S_subparietal,Background,Cingulum (cingulate gyrus) R,GM Superior parietal lobule 7M L,PRECUNEUS_ventral,DefaultB,DefaultA,431,"[-6.493801243832706, -56.631094145495126, 27.142914269276304]"
432,Superior Parietal Lobule,R S_intrapariet_and_P_trans,Background,Background,GM Anterior intra-parietal sulcus hIP3 R,DORSAL_VISUAL_STREAM_superior,DorsAttnB,DorsAttnA,432,"[28.265699785723015, -54.20610844000939, 53.48390306957222]"
433,Background,Background,Background,Posterior thalamic radiation (include optic radiation) R,GM Hippocampus cornu ammonis L,HIPPOCAMPUS,Background,Background,433,"[-27.74721134571388, -49.190179733022845, 3.0333418461403454]"
434,Intracalcarine Cortex,L G_cuneus,Background,Background,GM Visual cortex V1 BA17 L,MEDIAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,434,"[-3.2203744829535594, -70.9566075957743, 13.736831969861441]"
435,Precuneous Cortex,L G_precuneus,Background,Background,GM Superior parietal lobule 5M R,PRECUNEUS_dorsal,DorsAttnB,DorsAttnB,435,"[-0.4864354304574192, -49.319839345796765, 60.35474022300207]"
436,Postcentral Gyrus,L S_central,Background,Background,GM Primary somatosensory cortex BA3b L,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,436,"[-52.46429155994943, -9.925089969492518, 30.685663298674356]"
437,Precentral Gyrus,R S_central,Background,Background,GM Primary motor cortex BA4p R,SOMATOMOTOR_NETWORK_lateral,SomMotA,SomMotB,437,"[43.92103829905432, -12.293329373402429, 44.04444535766788]"
438,"Inferior Frontal Gyrus, pars opercularis",R S_precentral-inf-part,Background,Background,GM Broca's area BA44 R,right_VENTROLATERAL_PREFRONTAL_CORTEX,DorsAttnB,ContA,438,"[51.50445527284339, 10.488021275387524, 20.748415568598034]"
439,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),L S_precentral-sup-part,Background,Background,WM Corticospinal tract L,SOMATOMOTOR_NETWORK_anteromedial,Background,DorsAttnB,439,"[-18.34424237089445, -13.46985231929989, 54.154180881423144]"
440,Frontal Pole,R S_front_middle,Background,Background,Background,right_MIDDLE_FRONTAL_GYRUS_anterior,SalVentAttnA,SalVentAttnB,440,"[32.300368409346675, 42.85267118272924, 22.503080858766864]"
441,Occipital Fusiform Gyrus,Background,Left Crus I,Background,Background,CEREBELLUM_CRUSI,Background,Background,441,"[-35.014519346823015, -78.64954726711515, -24.95064546139846]"
442,"Superior Temporal Gyrus, posterior division",L S_temporal_sup,Background,Background,Background,left_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,TempPar,442,"[-58.65193485006199, -24.508213898746703, -2.9427466404072646]"
443,Angular Gyrus,R G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule Pga R,right_INFERIOR_PARIETAL_LOBULE,ContA,ContB,443,"[48.08605320214491, -59.554874095293926, 54.54223289482425]"
444,Frontal Pole,R G_and_S_frontomargin,Background,Retrolenticular part of internal capsule L,WM Callosal body,left_FRONTAL_POLE_lateral,Background,ContB,444,"[19.687845157976014, 46.79441744074472, -0.8884006758613481]"
445,Cuneal Cortex,L S_oc_sup_and_transversal,Background,Background,WM Optic radiation L,POSTERIOR_VISUAL_NETWORK_dorsomedial,Background,Background,445,"[-16.726730526073084, -83.24949244385701, 14.31624493051207]"
446,"Middle Temporal Gyrus, posterior division",R S_temporal_sup,Background,Posterior thalamic radiation (include optic radiation) L,GM Insula Id1 R,right_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,TempPar,446,"[52.545448282427174, -24.45248648647133, -8.465565366646189]"
447,Lingual Gyrus,L S_oc-temp_med_and_Lingual,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) R,GM Visual cortex V4 L,COLLATERAL_SULCUS,VisCent,VisPeri,447,"[-23.8129689514834, -54.846712845558784, -7.189838802023715]"
448,Middle Frontal Gyrus,L G_front_middle,Background,Background,GM Broca's area BA45 L,left_MIDDLE_FRONTAL_GYRUS_posterorostral,ContA,ContB,448,"[-40.256454968207045, 27.249641280727758, 38.38612921389806]"
449,Background,Background,Vermis Crus I,Background,Background,left_CEREBELLUM_CRUSII_posterior,Background,Background,449,"[-21.34625457991298, -73.34030030744209, -27.96370779831517]"
450,Occipital Fusiform Gyrus,R S_oc-temp_med_and_Lingual,Background,Background,GM Visual cortex V4 R,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,450,"[24.182834133942208, -67.13434061466602, -6.784009491424285]"
451,Background,Background,Vermis X,Medial lemniscus R,Background,CEREBELLUM_IX_middle,Background,Background,451,"[-0.4732549226428375, -39.40134397640584, -37.389119484192165]"
452,"Lateral Occipital Cortex, superior division",R G_occipital_sup,Background,Background,GM Superior parietal lobule 7P R,right_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,DorsAttnA,452,"[23.214343297583028, -76.91047144345626, 49.38414964995529]"
453,Background,R Lat_Fis-post,Background,Superior corona radiata L,WM Superior longitudinal fascicle R,Background,Background,Background,453,"[31.44011057712035, -42.78068086605231, 25.80605063674173]"
454,Frontal Pole,L G_and_S_frontomargin,Background,Background,Background,FRONTAL_POLE,LimbicA,LimbicB,454,"[-27.840364292432483, 61.3605199972599, -7.286454259761086]"
455,Parietal Operculum Cortex,R Lat_Fis-post,Background,Anterior corona radiata L,WM Superior longitudinal fascicle R,HESCHLS GYRUS,Background,Background,455,"[27.268507257108922, -17.631692074653998, 23.934997193658603]"
456,"Inferior Frontal Gyrus, pars triangularis",L S_front_inf,Background,Background,GM Broca's area BA45 L,left_INFERIOR_FRONTAL_SULCUS,ContA,ContA,456,"[-46.36057586396956, 37.797004381907925, 12.155700687535585]"
457,Superior Frontal Gyrus,R G_front_sup,Background,Background,GM Premotor cortex BA6 R,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultB,457,"[1.609418143606149, 24.834846746632024, 65.10508501457923]"
458,Precentral Gyrus,L G_precentral,Background,Background,GM Primary motor cortex BA4p L,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,458,"[-52.171962536783845, -9.330588802635916, 42.46281132860983]"
459,"Lateral Occipital Cortex, superior division",R S_intrapariet_and_P_trans,Background,Background,GM Superior parietal lobule 7P R,right_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,DorsAttnA,459,"[27.46310640497164, -66.06129853489374, 48.36492133308512]"
460,Precuneous Cortex,R S_subparietal,Background,Background,GM Superior parietal lobule 7M L,PRECUNEUS_ventral,DefaultB,DefaultA,460,"[-0.33746221584699754, -57.68296143194216, 34.65177935212385]"
461,Central Opercular Cortex,R G_and_S_subcentral,Background,Background,GM Primary auditory cortex TE1.2 R,POSTERIOR_INSULA_dorsal,SomMotA,SomMotB,461,"[59.40895495341903, -3.8715703050467027, 8.07629079798133]"
462,"Lateral Occipital Cortex, superior division",L G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule Pga L,left_INTRAPARIETAL_SULCUS,ContA,ContA,462,"[-35.528383474061705, -64.17590052779866, 43.36738445409152]"
463,Background,Background,Background,Splenium of corpus callosum,WM Fornix,CAUDATE,Background,Background,463,"[-0.0801798030395986, 4.940873593905394, 10.776427357772349]"
464,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 R,right_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,464,"[40.1401997577247, -22.229020654816196, 68.49863868579718]"
465,Postcentral Gyrus,L G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 L,left_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,465,"[-42.57278491424661, -24.311124164203875, 56.83701024230504]"
466,Insular Cortex,L G_Ins_lg_and_S_cent_ins,Background,External capsule R,GM Insula Ig2 L,PUTAMEN_posterior,SalVentAttnA,SalVentAttnA,466,"[-36.42917753986231, -6.829305467307336, 2.4914711016506743]"
467,Insular Cortex,R S_circular_insula_sup,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) L,WM Corticospinal tract R,PUTAMEN_posterior,Background,Background,467,"[25.99798228534459, 4.783537369700014, 6.796051259173652]"
468,"Lateral Occipital Cortex, superior division",R G_parietal_sup,Background,Background,GM Superior parietal lobule 7P R,DORSAL_VISUAL_STREAM_superior,DorsAttnB,DorsAttnA,468,"[18.89105548994239, -71.13899111860079, 63.74695459157621]"
469,Frontal Operculum Cortex,R S_circular_insula_sup,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) L,GM Broca's area BA44 R,ANTERIOR_INSULA_posterodorsal,SalVentAttnA,SalVentAttnA,469,"[-35.93934498993305, 6.120353238226443, 10.27527863523973]"
470,Heschl's Gyrus (includes H1 and H2),R G_temp_sup-G_T_transv,Background,Background,GM Primary auditory cortex TE1.1 R,HESCHLS GYRUS,SomMotA,SomMotB,470,"[48.48347222197731, -23.587183388138513, 10.676028691484305]"
471,Background,R S_oc_sup_and_transversal,Background,Posterior corona radiata L,WM Optic radiation R,DORSAL_VISUAL_STREAM_ventrolateral,Background,Background,471,"[32.53922038557968, -62.69379286519087, 15.703334204855096]"
472,"Inferior Temporal Gyrus, anterior division",L S_collat_transv_ant,Background,Background,GM Hippocampus cornu ammonis L,left_MIDDLE_TEMPORAL_GYRUS_anterior,LimbicA,LimbicA,472,"[-37.49802003321185, -11.35576813113839, -29.54065550914374]"
473,"Cingulate Gyrus, anterior division",L G_and_S_cingul-Mid-Ant,Background,Cingulum (cingulate gyrus) R,WM Cingulum L,CINGULATE_SULCUS_posterior,SalVentAttnA,SalVentAttnA,473,"[-9.366302355494028, 9.015008779133154, 36.1474115332104]"
474,Middle Frontal Gyrus,L S_front_middle,Background,Background,GM Broca's area BA45 L,left_MIDDLE_FRONTAL_GYRUS_anterior,ContA,SalVentAttnB,474,"[-39.82533424270979, 35.76845663142086, 26.961656885191005]"
475,Frontal Medial Cortex,R S_suborbital,Background,Anterior corona radiata R,Background,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_posterior,LimbicA,LimbicB,475,"[-1.6286971723565955, 37.053151908765216, -14.302569143141355]"
476,Superior Parietal Lobule,L G_parietal_sup,Background,Background,GM Superior parietal lobule 5L L,SUPERIOR_PARIETAL_LOBULE,DorsAttnB,DorsAttnB,476,"[-22.48746217457729, -51.33303052031364, 75.27380357700633]"
477,Occipital Fusiform Gyrus,L G_oc-temp_lat-fusifor,Left VI,Background,GM Visual cortex V4 L,CEREBELLUM_VI_dorsal,VisCent,VisCent,477,"[-27.06183977457053, -65.58457009495784, -18.808118347455263]"
478,Frontal Medial Cortex,L G_and_S_transv_frontopol,Background,Background,Background,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_anterior,DefaultB,LimbicB,478,"[0.7963294768359503, 60.51527702639484, -7.618761096612644]"
479,Insular Cortex,R S_circular_insula_inf,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) L,WM Uncinate fascicle R,PUTAMEN_posterior,Background,Background,479,"[30.54312569696441, -9.900521923806352, 1.501043478861618]"
480,Background,L G_oc-temp_lat-fusifor,Left VI,Background,Background,CEREBELLUM_VI_dorsal,Background,Background,480,"[-21.452987429879983, -56.76884928480672, -23.7746301422198]"
481,Background,Background,Right Crus I,Background,Background,CEREBELLUM_CRUSI,Background,Background,481,"[37.10173040206956, -72.45156033240876, -24.291129338063364]"
482,Background,R S_front_middle,Background,Retrolenticular part of internal capsule L,WM Superior occipito-frontal fascicle R,CAUDATE_dorsal,Background,Background,482,"[23.169163011329502, 21.469783356616375, 21.85361259308435]"
483,Background,Background,Background,Cerebral peduncle R,GM Mamillary body,Background,Background,Background,483,"[-0.6504848532571259, -20.68529790850924, -14.293668883030605]"
484,"Supramarginal Gyrus, anterior division",R G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 R,left_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,484,"[52.03240152483298, -34.19966613060363, 59.00910170880752]"
485,Superior Frontal Gyrus,R G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_posterior,ContA,ContB,485,"[6.188872146364119, 38.291215443156204, 40.948862944463116]"
486,Occipital Fusiform Gyrus,L S_collat_transv_post,Background,Posterior thalamic radiation (include optic radiation) R,GM Visual cortex V4 L,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,486,"[-27.134385776216646, -73.43670523363349, -7.9391070147540574]"
487,"Parahippocampal Gyrus, posterior division",R G_oc-temp_med-Parahip,Background,Cingulum (hippocampus) L,GM Hippocampus dentate gyrus R,HIPPOCAMPUS,Background,Background,487,"[29.96635240090366, -26.58684867930559, -8.642738839453742]"
488,Subcallosal Cortex,L G_subcallosal,Background,Anterior corona radiata R,Background,CAUDATE_NUCLEUS_HEAD_and_NUCLEUS_ACCUMBENS,LimbicA,LimbicB,488,"[-2.7247148615158494, 12.638918288679946, -10.396734228945235]"
489,Frontal Orbital Cortex,L S_orbital-H_Shaped,Background,Background,Background,LATERAL_ORBITAL_GYRUS,ContA,LimbicB,489,"[-30.39638938199056, 35.7473495852112, -13.14234080650148]"
490,Background,Background,Right Crus II,Unclassified,Background,right_CEREBELLUM_CRUSII_posterior,Background,Background,490,"[26.924675188855858, -72.08036429986547, -36.24056849433467]"
491,Background,Background,Left I-IV,Inferior cerebellar peduncle L,Background,CEREBELLUM_I-V,Background,Background,491,"[0.1277315308147422, -51.58025224656332, -16.412158496838416]"
492,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),L G_and_S_cingul-Mid-Post,Background,Cingulum (cingulate gyrus) R,GM Superior parietal lobule 5Ci L,INFERIOR_MARGINAL_SULCUS,SomMotA,SomMotA,492,"[-10.804431962837839, -14.545274791986387, 42.56878275109918]"
493,Superior Parietal Lobule,R G_parietal_sup,Background,Background,GM Superior parietal lobule 7A L,SUPERIOR_PARIETAL_LOBULE,DorsAttnB,DorsAttnB,493,"[-14.283116736405418, -58.63293240242565, 64.87552439245809]"
494,Intracalcarine Cortex,R G_oc-temp_med-Lingual,Background,Background,GM Visual cortex V2 BA18 R,VENTRAL_VISUAL_NETWORK_medial,VisCent,VisPeri,494,"[9.534514333244786, -75.2190333794622, 0.9702745626973552]"
495,"Cingulate Gyrus, posterior division",R S_pericallosal,Background,Body of corpus callosum,WM Cingulum R,PARIETO_OCCIPITAL_SULCUS_ventral,Background,ContC,495,"[14.728108982750896, -44.827453701517086, 23.740882894981965]"
